Year,Adj 1,Adj 2,Adj 3,Adj 4,Adj 5,Adj 6,Merged_Column
2011,old,,,,,,old
2011,late,,,,,,late
2011,betrayal,,,,,,betrayal
2011,mysterious,,,,,,mysterious
2011,British,,,,,,British
2011,little,,,,,,little
2011,usual,,,,,,usual
2011,unwilling,,,,,,unwilling
2011,real,,,,,,real
2011,actual, true,,,,,"actual, true"
2011,younger,,,,,,younger
2011,new,,,,,,new
2011,moll,,,,,,moll
2011,beautiful,,,,,,beautiful
2011,aspiring,,,,,,aspiring
2010,little,,,,,,little
2010,real,,,,,,real
2010,real, second,,,,,"real, second"
2010,second,,,,,,second
2010,modest,,,,,,modest
2010,poor,,,,,,poor
2010,beautiful,,,,,,beautiful
2010,rich,,,,,,rich
2010,Mexican,,,,,,Mexican
2010,assistant,,,,,,assistant
2010,young, upper, rich,,,,"young, upper, rich"
2010,small,,,,,,small
2010,dead, twin,,,,,"dead, twin"
2010,archetypical,,,,,,archetypical
2010,impoverished,,,,,,impoverished
2010,teenage,,,,,,teenage
2010,perfect,,,,,,perfect
2010,rich,,,,,,rich
2010,curious,,,,,,curious
2010,idiotic,,,,,,idiotic
2010,sensible,,,,,,sensible
2010,teenage,,,,,,teenage
2010,beautiful,,,,,,beautiful
2010,Pakistani,,,,,,Pakistani
2010,elderly,,,,,,elderly
2010,young,,,,,,young
2010,intelligent,,,,,,intelligent
2010,young,,,,,,young
2010,religious,,,,,,religious
2009,international,,,,,,international
2009,blonde,,,,,,blonde
2009,pampered,,,,,,pampered
2009,good,,,,,,good
2009,nagging,,,,,,nagging
2009,beautiful,,,,,,beautiful
2009,fellow,,,,,,fellow
2009,arrogant, young,,,,,"arrogant, young"
2009,sick,,,,,,sick
2009,orphan,,,,,,orphan
2009,widowed,,,,,,widowed
2009,young, sexy,,,,,"young, sexy"
2009,elder, pregnant,,,,,"elder, pregnant"
1986,real,,,,,,real
1986,beautiful, young,,,,,"beautiful, young"
1986,young,,,,,,young
1986,poor,,,,,,poor
1986,feisty,,,,,,feisty
1986,young,,,,,,young
1986,pregnant,,,,,,pregnant
1986,old,,,,,,old
1986,wealthy,,,,,,wealthy
1986,wealthy,,,,,,wealthy
1986,wealthy,,,,,,wealthy
1970,famous,,,,,,famous
1986,beautiful, young,,,,,"beautiful, young"
1986,new,,,,,,new
1986,dead,,,,,,dead
1986,good,,,,,,good
1986,young,,,,,,young
1971,patriotic, deceased,,,,,"patriotic, deceased"
1972,poor,,,,,,poor
1972,sad,,,,,,sad
1972,blind,,,,,,blind
1972,wealthy,,,,,,wealthy
1972,widowed,,,,,,widowed
1972,maidservant,,,,,,maidservant
1972,unmarried,,,,,,unmarried
1972,similar,,,,,,similar
1972,future,,,,,,future
1972,sister,,,,,,sister
1972,real,,,,,,real
1972,little,,,,,,little
1972,dead,,,,,,dead
1972,beloved,,,,,,beloved
1973,sweet,,,,,,sweet
1972,real,,,,,,real
1972,identical, twin,,,,,"identical, twin"
1972,feisty,,,,,,feisty
1972,surrogate,,,,,,surrogate
1973,challenged,,,,,,challenged
1973,poor,,,,,,poor
1972,beautiful,,,,,,beautiful
1972,poor,,,,,,poor
1994,widowed,,,,,,widowed
1994,rich,,,,,,rich
1994,unmarried,,,,,,unmarried
1973,Indian,,,,,,Indian
1994,beautiful, young,,,,,"beautiful, young"
1994,wealthy,,,,,,wealthy
1994,illiterate, orphan,,,,,"illiterate, orphan"
1994,real,,,,,,real
1994,real,,,,,,real
1994,traumatised,,,,,,traumatised
1994,beautiful,,,,,,beautiful
1973,widowed,,,,,,widowed
1994,honest,,,,,,honest
1994,lonely,,,,,,lonely
1994,guilty, ambitious,,,,,"guilty, ambitious"
1994,widowed,,,,,,widowed
1994,young,,,,,,young
1994,Kishans,,,,,,Kishans
1994,spoiled,,,,,,spoiled
1994,attractive, young,,,,,"attractive, young"
1994,young,,,,,,young
1994,simple,,,,,,simple
1974,disheartened,,,,,,disheartened
1974,female,,,,,,female
1995,captive,,,,,,captive
1995,pretty,,,,,,pretty
1995,actual, real,,,,,"actual, real"
1995,biological,,,,,,biological
1995,young,,,,,,young
1995,effervescent,,,,,,effervescent
1974,poor,,,,,,poor
1974,rich,,,,,,rich
1995,beautiful,,,,,,beautiful
1995,Suraj,,,,,,Suraj
1995,innocent,,,,,,innocent
1995,graceful,,,,,,graceful
1975,aware,,,,,,aware
1975,beautiful,,,,,,beautiful
1975,assistant, dead,,,,,"assistant, dead"
2012,young, local,,,,,"young, local"
2012,anxious,,,,,,anxious
2012,young,,,,,,young
2012,beautiful, Russian,,,,,"beautiful, Russian"
1976,wealthy, poor,,,,,"wealthy, poor"
2012,alcoholic,,,,,,alcoholic
1976,successful,,,,,,successful
1976,sister,,,,,,sister
1976,nautch,,,,,,nautch
1976,religious, nautch, lone, good,,,"religious, nautch, lone, good"
1976,real,,,,,,real
1976,fellow,,,,,,fellow
1976,reunited,,,,,,reunited
1977,adopted,,,,,,adopted
2011,meekest,,,,,,meekest
2011,independent,,,,,,independent
2010,innocent, little,,,,,"innocent, little"
2010,treasured,,,,,,treasured
2010,clever,,,,,,clever
2010,sister,,,,,,sister
2010,invisible,,,,,,invisible
2010,sister,,,,,,sister
2010,young,,,,,,young
2010,white,,,,,,white
1979,rich,,,,,,rich
2009,young,,,,,,young
2009,beleaguered,,,,,,beleaguered
2009,poor,,,,,,poor
2009,Muslim,,,,,,Muslim
2009,free,,,,,,free
2014,loud,,,,,,loud
1979,angry,,,,,,angry
2014,brothel,,,,,,brothel
2014,young,,,,,,young
2014,existing,,,,,,existing
1980,Indian,,,,,,Indian
2014,elusive,,,,,,elusive
2014,ghetto,,,,,,ghetto
2014,disguised,,,,,,disguised
2014,modern,,,,,,modern
2014,proud,,,,,,proud
2014,American, Indian,,,,,"American, Indian"
1980,young,,,,,,young
1980,bereaved,,,,,,bereaved
2014,young, Chinese,,,,,"young, Chinese"
2014,Moses,,,,,,Moses
2014,sister,,,,,,sister
2014,typical,,,,,,typical
2014,delinquent,,,,,,delinquent
1981,kept,,,,,,kept
1981,young,,,,,,young
2013,criminal,,,,,,criminal
2013,modern, ambitious,,,,,"modern, ambitious"
2013,young, real,,,,,"young, real"
1981,real,,,,,,real
1981,beautiful, young,,,,,"beautiful, young"
1982,orphan,,,,,,orphan
2013,pretty,,,,,,pretty
2013,key,,,,,,key
2013,ghostly,,,,,,ghostly
2013,possessed,,,,,,possessed
2013,fiancee,,,,,,fiancee
2013,Nautch, Muslim,,,,,"Nautch, Muslim"
2013,angry,,,,,,angry
2013,wailing,,,,,,wailing
1982,beautiful,,,,,,beautiful
1983,beautiful, married,,,,,"beautiful, married"
1983,innocent,,,,,,innocent
1983,pregnant,,,,,,pregnant
1983,adopted,,,,,,adopted
1983,new,,,,,,new
1983,brothel,,,,,,brothel
1983,ill,,,,,,ill
1984,beautiful,,,,,,beautiful
1984,widowed,,,,,,widowed
1984,small, good,,,,,"small, good"
1985,happy, marries,,,,,"happy, marries"
1985,imbalanced,,,,,,imbalanced
1985,rich,,,,,,rich
1985,sister,,,,,,sister
1985,beautiful,,,,,,beautiful
2017,insulted,,,,,,insulted
1987,missing,,,,,,missing
2017,young, bright,,,,,"young, bright"
2017,entire, painful,,,,,"entire, painful"
2017,close,,,,,,close
2017,dead,,,,,,dead
2017,new,,,,,,new
2017,elderly,,,,,,elderly
2017,single,,,,,,single
2017,lucky, Gujarati,,,,,"lucky, Gujarati"
2017,lonely,,,,,,lonely
2017,contemporary, young,,,,,"contemporary, young"
2017,young,,,,,,young
1987,second,,,,,,second
1988,beautiful, unattractive, different,,,,"beautiful, unattractive, different"
1988,rich,,,,,,rich
1988,pretty,,,,,,pretty
1988,loose,,,,,,loose
1988,wealthy,,,,,,wealthy
1988,lone, pregnant,,,,,"lone, pregnant"
1989,rich,,,,,,rich
1990,young,,,,,,young
1991,uneducated,,,,,,uneducated
1991,sunshine.while,,,,,,sunshine.while
1991,Unknown,,,,,,Unknown
1991,unaware,,,,,,unaware
1992,real,,,,,,real
1992,schoolmate,,,,,,schoolmate
1992,poor,,,,,,poor
1992,young,,,,,,young
1992,ancient,,,,,,ancient
1993,Determined,,,,,,Determined
1993,widowed,,,,,,widowed
1993,fellow,,,,,,fellow
1993,beautiful,,,,,,beautiful
1993,victimised,,,,,,victimised
1993,Naive,,,,,,Naive
1993,random, new,,,,,"random, new"
1993,furious,,,,,,furious
1993,beautiful,,,,,,beautiful
1996,nerd.Ms,,,,,,nerd.Ms
2016,late,,,,,,late
2016,principal, ambitious,,,,,"principal, ambitious"
2016,recovered,,,,,,recovered
2016,beautiful, Indian,,,,,"beautiful, Indian"
1996,spoiled,,,,,,spoiled
2016,demotivated,,,,,,demotivated
2016,adopted,,,,,,adopted
2016,tall,,,,,,tall
2016,modern,,,,,,modern
2016,teenage,,,,,,teenage
2016,little,,,,,,little
2016,motivated,,,,,,motivated
2016,edgy,,,,,,edgy
1996,beautiful,,,,,,beautiful
2016,single,,,,,,single
2016,fellow,,,,,,fellow
2016,martial,,,,,,martial
2016,beautiful,,,,,,beautiful
2016,mysterious,,,,,,mysterious
2016,helpless,,,,,,helpless
2016,sister,,,,,,sister
2016,comatose,,,,,,comatose
2016,blind,,,,,,blind
2016,poor,,,,,,poor
1996,unwed,,,,,,unwed
1996,beautiful, tearful, young,,,,"beautiful, tearful, young"
2016,Muslim,,,,,,Muslim
2016,attractive,,,,,,attractive
2016,local,,,,,,local
2016,fiancee,,,,,,fiancee
2016,hard,,,,,,hard
2016,little, wrong,,,,,"little, wrong"
2016,young, brave,,,,,"young, brave"
2016,main,,,,,,main
2016,working, fourth,,,,,"working, fourth"
2016,old,,,,,,old
1997,cabaret,,,,,,cabaret
2016,Muslim,,,,,,Muslim
1997,foreign,,,,,,foreign
1997,lively,,,,,,lively
2016,mute,,,,,,mute
2016,teenage, adopted,,,,,"teenage, adopted"
2016,French,,,,,,French
2016,young,,,,,,young
1997,injured,,,,,,injured
1997,beautiful,,,,,,beautiful
1997,old,,,,,,old
1997,greedy,,,,,,greedy
1997,young, vivacious,,,,,"young, vivacious"
1997,unmarried,,,,,,unmarried
1997,young,,,,,,young
1998,beautiful,,,,,,beautiful
1998,young,,,,,,young
1998,pregnant,,,,,,pregnant
1998,beautiful, modern, innocent, kiddish, motherless, playful,"beautiful, modern, innocent, kiddish, motherless, playful"
1998,sister,,,,,,sister
1998,sensible,,,,,,sensible
1998,young,,,,,,young
1999,ensuing,,,,,,ensuing
1999,challenged,,,,,,challenged
1999,simple,,,,,,simple
1999,hungry,,,,,,hungry
1999,kidnapped,,,,,,kidnapped
1999,rich,,,,,,rich
1999,rich,,,,,,rich
1999,designate,,,,,,designate
1999,beautiful,,,,,,beautiful
2000,young,,,,,,young
2000,young,,,,,,young
2015,innocent, Pakistani,,,,,"innocent, Pakistani"
2015,beloved,,,,,,beloved
2001,ordinary,,,,,,ordinary
2001,troubled,,,,,,troubled
2001,young, rural,,,,,"young, rural"
2015,bindaas,,,,,,bindaas
2015,clad,,,,,,clad
2001,young,,,,,,young
2001,real,,,,,,real
2001,second,,,,,,second
2001,Maharashtrian,,,,,,Maharashtrian
2001,real,,,,,,real
2001,real,,,,,,real
2001,horrible,,,,,,horrible
2002,Popular,,,,,,Popular
2002,scheming,,,,,,scheming
2002,surrogate,,,,,,surrogate
2002,Tough,,,,,,Tough
2002,illegitimate,,,,,,illegitimate
2002,widowed,,,,,,widowed
2002,manservant,,,,,,manservant
2002,dead, local,,,,,"dead, local"
2002,evil,,,,,,evil
2002,beautiful,,,,,,beautiful
2002,provocative,,,,,,provocative
2002,beloved,,,,,,beloved
2003,fiancee,,,,,,fiancee
2003,rich,,,,,,rich
2003,real,,,,,,real
2003,stylish,,,,,,stylish
2003,attractive, interior,,,,,"attractive, interior"
2003,elder,,,,,,elder
2004,young,,,,,,young
2005,unstable,,,,,,unstable
2005,beautiful,,,,,,beautiful
2005,Canadian,,,,,,Canadian
2005,elder,,,,,,elder
2005,challenged,,,,,,challenged
2005,reputation.Fatigued,,,,,,reputation.Fatigued
2005,real,,,,,,real
2005,fake, real,,,,,"fake, real"
2005,frantic,,,,,,frantic
2005,abusive,,,,,,abusive
2005,young,,,,,,young
2005,young,,,,,,young
2005,studious, quiet,,,,,"studious, quiet"
2005,single,,,,,,single
2005,young,,,,,,young
2005,opinionated,,,,,,opinionated
2005,spoilt,,,,,,spoilt
2006,little,,,,,,little
2006,young,,,,,,young
2006,young,,,,,,young
2006,widowed,,,,,,widowed
2006,beloved,,,,,,beloved
2006,beautiful, blind,,,,,"beautiful, blind"
2006,beloved,,,,,,beloved
2006,widowed,,,,,,widowed
2006,adopted,,,,,,adopted
2006,mad,,,,,,mad
2006,temperamental,,,,,,temperamental
2006,local,,,,,,local
2006,elder,,,,,,elder
2006,twin,,,,,,twin
2007,young, smart,,,,,"young, smart"
2007,flat,,,,,,flat
2007,young,,,,,,young
2007,sister,,,,,,sister
2007,real,,,,,,real
2007,beautiful, captivating,,,,,"beautiful, captivating"
2008,widowed,,,,,,widowed
2008,Indian,,,,,,Indian
2008,young,,,,,,young
1971,long,,,,,,long
1971,beautiful,,,,,,beautiful
